name,address,city,stars,review_count,tags
Moe's Southwest Grill,1011 E Brandon Blvd,Brandon,1.5,27,tex-mex restaurants mexican tex-mex restaurants mexican hastv restaurantsattire_casual restaurantstakeout moderate casual goodforkids businessacceptscreditcards restaurantsgoodforgroups restaurantsdelivery
Flatbreads,"4100 George J Bean Pkwy, Airside C, Tampa International Airport",Tampa,2.5,24,sandwich american (new) restaurants pizza sandwich american (new) restaurants pizza goodforkids restaurantsattire_casual restaurantsgoodforgroups cheap budget inexpensive affordable noiselevel_average wifi_free hastv restaurantstakeout businessacceptscreditcards
Chick-fil-A,2010 Bloomingdale Ave,Valrico,3.0,46,restaurants caterers event planning & services fast food chicken shop restaurants caterers event planning & services fast food chicken shop bikeparking drivethru businessparking_lot cheap budget inexpensive affordable restaurantsgoodforgroups outdoorseating businessacceptscreditcards restaurantsattire_casual restaurantstakeout goodforkids noiselevel_average hastv caters restaurantsdelivery wifi_free
Florida Subs & Gyros,2017 Gulf To Bay Blvd,Clearwater,4.5,63,restaurants greek mexican american (traditional) restaurants greek mexican american (traditional) hastv restaurantsattire_casual goodforkids cheap budget inexpensive affordable businessacceptscreditcards noiselevel_quiet ambience_casual bikeparking restaurantsdelivery businessparking_lot restaurantstakeout restaurantsgoodforgroups goodformeal_latenight goodformeal_lunch goodformeal_dinner
Hungry Howie's Pizza & Subs,620 Alt 19 N,Palm Harbor,3.5,10,pizza restaurants italian chicken wings sandwich pizza restaurants italian chicken wings sandwich restaurantstakeout restaurantsattire_casual noiselevel_quiet hastv cheap budget inexpensive affordable businessacceptscreditcards goodforkids caters restaurantsdelivery
Kobe Japanese Steakhouse - Tampa,14401 N Dale Mabry Hwy,Tampa,4.0,305,sushi bar restaurants steakhouse japanese sushi bar restaurants steakhouse japanese restaurantsreservations restaurantstakeout businessacceptscreditcards businessparking_lot goodforkids restaurantsgoodforgroups alcohol_full_bar restaurantsattire_casual moderate casual happyhour goodformeal_dinner ambience_casual restaurantsdelivery noiselevel_average
Domino's Pizza,40188 US Hwy 19 N,Tarpon Springs,3.0,19,italian restaurants pizza chicken wings sandwich italian restaurants pizza chicken wings sandwich restaurantsdelivery restaurantstakeout businessacceptscreditcards restaurantsattire_casual hastv cheap budget inexpensive affordable noiselevel_quiet
Doc Ford’s Rum Bar & Grille,610 2nd Ave NE,Saint Petersburg,4.0,347,nightlife american (traditional) bar restaurants seafood caribbean nightlife american (traditional) bar restaurants seafood caribbean outdoorseating restaurantstakeout restaurantsreservations caters wheelchairaccessible goodformeal_dinner alcohol_full_bar moderate casual businessparking_street ambience_casual ambience_touristy bikeparking restaurantstableservice hastv restaurantsgoodforgroups businessacceptscreditcards music_live dogsallowed
Yard of Ale St Pete,260 1st Ave N,Saint Petersburg,4.0,53,bar nightlife restaurants pubs beer bar sports bar american (new) bar nightlife restaurants pubs beer bar sports bar american (new) dogsallowed smoking_outdoor outdoorseating bikeparking alcohol_full_bar bestnights_friday bestnights_sunday bestnights_saturday hastv moderate casual happyhour music_live restaurantsgoodforgroups businessparking_street businessacceptscreditcards restaurantstakeout noiselevel_average ambience_casual restaurantsdelivery goodfordancing
Sushi Avenue,2826 E Bearss Ave,Tampa,4.0,150,korean japanese asian fusion sushi bar restaurants korean japanese asian fusion sushi bar restaurants wifi_free caters moderate casual businessparking_lot businessacceptscreditcards restaurantstakeout restaurantsattire_casual restaurantsreservations restaurantsgoodforgroups goodforkids noiselevel_quiet hastv alcohol_beer_and_wine bikeparking restaurantsdelivery ambience_trendy ambience_casual happyhour goodformeal_lunch goodformeal_dinner
The C House,6005 N Florida Ave,Tampa,4.0,376,american (new) nightlife bar restaurants american (new) nightlife bar restaurants alcohol_full_bar moderate casual caters wheelchairaccessible music_live businessacceptscreditcards restaurantsreservations noiselevel_average restaurantsattire_casual restaurantstakeout goodformeal_dessert goodformeal_dinner ambience_hipster ambience_trendy ambience_classy ambience_casual hastv outdoorseating restaurantsgoodforgroups businessparking_garage businessparking_street businessparking_lot restaurantstableservice dogsallowed happyhour restaurantsdelivery bikeparking bestnights_friday bestnights_saturday
Seffner Tiki Hut,1001 W US Hwy 92,Seffner,4.0,17,restaurants american (traditional) nightlife tiki bar bar restaurants american (traditional) nightlife tiki bar bar restaurantsgoodforgroups alcohol_full_bar cheap budget inexpensive affordable outdoorseating goodfordancing ambience_casual restaurantstakeout happyhour restaurantsattire_casual music_jukebox music_live music_karaoke bikeparking noiselevel_average businessacceptscreditcards hastv smoking_yes
Villa Roma Italian Restaurant & Pizza,1818 US Hwy 19,Holiday,3.0,25,italian pizza restaurants italian pizza restaurants restaurantsgoodforgroups restaurantsdelivery goodforkids bikeparking cheap budget inexpensive affordable restaurantsattire_casual alcohol_beer_and_wine caters noiselevel_quiet restaurantstakeout wifi_free businessacceptscreditcards hastv
Sundial St. Pete,153 2nd Ave N,Saint Petersburg,4.0,42,restaurants women's clothing arts & entertainment shopping men's clothing fashion shopping centers restaurants women's clothing arts & entertainment shopping men's clothing fashion shopping centers moderate casual bikeparking businessacceptscreditcards dogsallowed businessparking_garage businessparking_street businessparking_validated
Brady's BBQ,340 Main St,Safety Harbor,3.0,160,southern barbeque restaurants southern barbeque restaurants bikeparking outdoorseating restaurantsattire_casual restaurantsgoodforgroups businessacceptscreditcards businessparking_street moderate casual goodforkids noiselevel_average restaurantstakeout caters alcohol_full_bar restaurantstableservice hastv goodformeal_lunch goodformeal_dinner ambience_casual wifi_free restaurantsdelivery restaurantsreservations wheelchairaccessible
Pizza Hut,28670 Fl-54,Wesley Chapel,2.0,12,restaurants fast food pizza chicken wings italian restaurants fast food pizza chicken wings italian hastv restaurantstakeout restaurantsdelivery
San Jose Mexican Restaurant,"16540 Pointe Village Dr, Ste 112",Lutz,3.0,155,restaurants mexican salad restaurants mexican salad caters restaurantstakeout restaurantsgoodforgroups moderate casual goodforkids bikeparking alcohol_full_bar restaurantsattire_casual businessacceptscreditcards outdoorseating restaurantstableservice noiselevel_average hastv ambience_casual happyhour restaurantsreservations goodformeal_dessert goodformeal_lunch goodformeal_dinner businessparking_street
Finley's Irish Pub & Eatery,13477 S Belcher Rd,Largo,3.5,129,nightlife irish pub american (traditional) irish bar salad restaurants nightlife irish pub american (traditional) irish bar salad restaurants moderate casual outdoorseating businessparking_lot businessacceptscreditcards hastv noiselevel_average alcohol_full_bar restaurantsgoodforgroups restaurantsdelivery bikeparking restaurantstakeout happyhour goodfordancing bestnights_friday restaurantstableservice music_live ambience_casual goodformeal_lunch goodformeal_dinner goodforkids restaurantsattire_casual
Thailand Restaurant,5252 S Dale Mabry Hwy,Tampa,4.0,119,restaurants thai restaurants thai bikeparking goodforkids restaurantsreservations restaurantsgoodforgroups noiselevel_quiet alcohol_beer_and_wine businessacceptscreditcards restaurantsattire_casual moderate casual caters restaurantstakeout businessparking_lot hastv goodformeal_lunch goodformeal_dinner restaurantstableservice ambience_classy ambience_casual
McDonald's,4443 W Kennedy,Tampa,2.5,47,coffee & tea food fast food restaurants burger coffee & tea food fast food restaurants burger restaurantstakeout businessacceptscreditcards goodforkids restaurantsgoodforgroups restaurantsattire_casual wifi_free bikeparking cheap budget inexpensive affordable restaurantsdelivery drivethru restaurantstableservice hastv businessparking_lot
Subway,12096 Anderson Rd,Tampa,3.5,13,sandwich restaurants fast food sandwich restaurants fast food restaurantstakeout cheap budget inexpensive affordable caters
New Far East Chinese Rest,5527 S 78th St,Tampa,4.0,26,restaurants chinese seafood restaurants chinese seafood restaurantsattire_casual goodforkids cheap budget inexpensive affordable noiselevel_quiet restaurantsgoodforgroups restaurantstakeout businessacceptscreditcards hastv
Santo Espiritu Bakery,5537C Sheldon Rd,Tampa,5.0,10,sandwich latin american coffee & tea colombian food bakeries restaurants sandwich latin american coffee & tea colombian food bakeries restaurants businessacceptscreditcards businessparking_valet hastv wheelchairaccessible restaurantstakeout restaurantstableservice happyhour outdoorseating wifi_free restaurantsreservations
Hoots,201 1st Ave N,Saint Petersburg,2.5,20,restaurants american (traditional) restaurants american (traditional) restaurantstakeout restaurantsdelivery
Pokeworks,"2223 N Westshore Blvd, Ste 230B",Tampa,4.0,72,food poke hawaiian sushi bar salad restaurants food poke hawaiian sushi bar salad restaurants wifi_free businessacceptscreditcards restaurantsdelivery noiselevel_average hastv caters wheelchairaccessible businessparking_garage moderate casual restaurantstakeout outdoorseating
Chili'S Grill And Bar,2009 Collier Pkwy,Land O'Lakes,2.5,16,restaurants mexican restaurants mexican restaurantsgoodforgroups goodforkids restaurantstakeout
Riviera Restaurant,14819 N Dale Mabry Hwy,Tampa,4.0,50,restaurants diner restaurants diner caters restaurantsattire_casual noiselevel_average restaurantstakeout wifi_free restaurantsgoodforgroups hastv goodforkids goodformeal_lunch goodformeal_brunch goodformeal_breakfast cheap budget inexpensive affordable bikeparking ambience_casual
Sarku Japan,8017 Citrus Park Town Ctr Mall,Tampa,3.5,20,restaurants japanese restaurants japanese cheap budget inexpensive affordable goodforkids noiselevel_average bikeparking businessacceptscreditcards restaurantstakeout restaurantsattire_casual hastv restaurantsdelivery
Subway,"2004 66th St N Store, Store  250",Saint Petersburg,2.5,8,restaurants sandwich fast food restaurants sandwich fast food businessacceptscreditcards goodforkids restaurantstakeout noiselevel_average bikeparking cheap budget inexpensive affordable restaurantsdelivery restaurantsgoodforgroups caters
Wawa,8601 4th Street N,Saint Petersburg,3.5,8,automotive restaurants gas stations convenience stores coffee & tea sandwich food automotive restaurants gas stations convenience stores coffee & tea sandwich food wifi_free restaurantsdelivery restaurantstakeout
Papa John's Pizza,512 East Hillsborough Ave,Tampa,2.5,29,restaurants pizza restaurants pizza restaurantstakeout cheap budget inexpensive affordable businessacceptscreditcards restaurantsdelivery goodforkids hastv noiselevel_very_loud businessparking_lot
TacoSon,7521 N 56th St,Tampa,4.5,453,restaurants mexican restaurants mexican noiselevel_average goodforkids businessacceptscreditcards cheap budget inexpensive affordable restaurantstakeout restaurantsgoodforgroups bikeparking restaurantsattire_casual hastv caters wheelchairaccessible businessparking_lot goodformeal_lunch goodformeal_dinner ambience_casual
Bello,903 N Franklin St,Tampa,3.5,33,italian restaurants sandwich breakfast & brunch italian restaurants sandwich breakfast & brunch businessparking_garage businessparking_street outdoorseating restaurantstakeout alcohol_full_bar restaurantsdelivery restaurantsgoodforgroups
Great Wall,3153 4th St N,Saint Petersburg,2.5,39,chinese seafood restaurants soup chinese seafood restaurants soup restaurantsattire_casual restaurantstakeout cheap budget inexpensive affordable businessacceptscreditcards goodforkids restaurantsdelivery bikeparking hastv businessparking_lot
Twistee Treat - Tarpon Springs,905 E Tarpon Ave,Tarpon Springs,3.5,87,hot dog restaurants desserts ice cream & frozen yogurt food juice bar & smoothie hot dog restaurants desserts ice cream & frozen yogurt food juice bar & smoothie bikeparking businessparking_lot cheap budget inexpensive affordable restaurantstakeout hastv businessacceptscreditcards outdoorseating dogsallowed restaurantsattire_casual restaurantsgoodforgroups goodforkids wheelchairaccessible
Gen X Tavern,103 E Jackson St,Tampa,3.5,209,bar pubs nightlife american (new) restaurants bar pubs nightlife american (new) restaurants businessacceptscreditcards wifi_free businessparking_garage businessparking_street hastv noiselevel_average bestnights_friday bestnights_wednesday bestnights_saturday ambience_hipster ambience_casual ambience_trendy happyhour moderate casual alcohol_full_bar goodformeal_dinner restaurantstableservice restaurantsgoodforgroups
Pal Campo Restaurant Tampa,9218 Anderson Rd,Tampa,3.0,164,latin american puerto rican caribbean restaurants latin american puerto rican caribbean restaurants restaurantsgoodforgroups businessacceptscreditcards noiselevel_average wheelchairaccessible alcohol_full_bar outdoorseating businessparking_lot hastv caters restaurantstakeout restaurantstableservice moderate casual ambience_casual ambience_romantic goodformeal_dessert goodformeal_dinner goodforkids restaurantsdelivery
Cappy's Pizzeria- Seminole Heights,4910 N Florida Ave,Tampa,3.5,221,restaurants food pizza restaurants food pizza bikeparking moderate casual restaurantsgoodforgroups restaurantsattire_casual alcohol_beer_and_wine goodforkids outdoorseating noiselevel_average restaurantstakeout goodformeal_dinner hastv businessparking_lot restaurantstableservice ambience_casual
Blue Flame,210 E Fowler Ave,Tampa,4.0,8,specialty food comfort food desserts meat shops food restaurants soul food southern specialty food comfort food desserts meat shops food restaurants soul food southern businessparking_valet restaurantsdelivery restaurantstakeout
BJ's Restaurant & Brewhouse,25628 Sr 56,Lutz,3.5,301,food american (new) restaurants pizza brewery food american (new) restaurants pizza brewery noiselevel_average hastv restaurantsgoodforgroups caters restaurantstableservice alcohol_full_bar goodforkids restaurantstakeout wheelchairaccessible businessacceptscreditcards goodformeal_dessert goodformeal_lunch goodformeal_dinner happyhour restaurantsattire_casual businessparking_lot wifi_free moderate casual restaurantsdelivery ambience_trendy ambience_casual
Domino's Pizza,11200 E Dr Martin Luther King Jr Blvd,Seffner,2.5,15,sandwich restaurants pizza chicken wings sandwich restaurants pizza chicken wings restaurantsdelivery restaurantsreservations cheap budget inexpensive affordable restaurantstakeout goodforkids businessacceptscreditcards
"La Chiquita, Taqueria Y Panaderia","1907 Drew St, Ste A",Clearwater,4.5,9,restaurants mexican restaurants mexican restaurantstakeout ambience_classy hastv restaurantsattire_casual outdoorseating cheap budget inexpensive affordable
El Tipico Criollo,4721 Normandy Dr,Tampa,4.0,62,restaurants latin american dominican caribbean delis restaurants latin american dominican caribbean delis businessacceptscreditcards bikeparking hastv restaurantsdelivery cheap budget inexpensive affordable noiselevel_quiet outdoorseating restaurantstakeout restaurantsattire_casual goodforkids caters goodformeal_lunch ambience_classy
McDonald's,104 W Bearss Ave,Tampa,1.5,23,coffee & tea fast food restaurants burger food coffee & tea fast food restaurants burger food goodforkids cheap budget inexpensive affordable restaurantsattire_casual businessacceptscreditcards wifi_free restaurantsdelivery businessparking_lot restaurantsgoodforgroups drivethru restaurantstakeout hastv bikeparking
Burger King,5024 N US Hwy 41,Apollo Beach,2.0,19,restaurants fast food burger restaurants fast food burger businessacceptscreditcards goodforkids restaurantsgoodforgroups restaurantsattire_casual drivethru cheap budget inexpensive affordable wifi_free hastv businessparking_lot
New York New York Pizza,5509 E Fowler Ave,Temple Terrace,3.5,35,pizza restaurants pizza restaurants restaurantsdelivery businessacceptscreditcards restaurantstakeout
Dagwoods Sports Tavern,8458 Sheldon Rd,Tampa,3.0,33,restaurants bar nightlife american (traditional) dive bar sports bar restaurants bar nightlife american (traditional) dive bar sports bar wifi_free businessacceptscreditcards restaurantsattire_casual noiselevel_very_loud hastv moderate casual bikeparking restaurantstakeout music_jukebox alcohol_full_bar ambience_classy ambience_casual restaurantsgoodforgroups businessparking_lot
Riveters Tampa,2301 N Dale Mabry Hwy,Tampa,4.5,64,bar nightlife american (traditional) american (new) cocktail bar restaurants sports bar bar nightlife american (traditional) american (new) cocktail bar restaurants sports bar happyhour dogsallowed music_live businessacceptscreditcards restaurantsdelivery restaurantstakeout wifi_free outdoorseating smoking_outdoor moderate casual hastv alcohol_full_bar restaurantstableservice businessparking_lot wheelchairaccessible bikeparking corkage
Brandon Meats & Market,247 W Brandon Blvd,Brandon,2.5,14,restaurants butcher specialty food food ethnic food imported food sandwich meat shops grocery restaurants butcher specialty food food ethnic food imported food sandwich meat shops grocery cheap budget inexpensive affordable businessacceptscreditcards businessparking_street restaurantstakeout
Manila Eats,10621 Tucker Jones Rd,Riverview,4.5,35,restaurants filipino restaurants filipino wifi_free caters wheelchairaccessible businessparking_lot outdoorseating bikeparking businessacceptscreditcards restaurantstakeout restaurantsdelivery
Our Place  - Clearwater,1101 S Missouri Ave,Clearwater,4.0,23,restaurants breakfast & brunch american (traditional) diner restaurants breakfast & brunch american (traditional) diner restaurantsdelivery ambience_casual moderate casual outdoorseating restaurantstableservice restaurantsgoodforgroups restaurantstakeout
Bascettis Italian Grille,1568 Main St,Dunedin,3.5,83,bar desserts italian restaurants steakhouse food nightlife wine bar bar desserts italian restaurants steakhouse food nightlife wine bar businessacceptscreditcards businessparking_lot hastv alcohol_full_bar restaurantsreservations noiselevel_quiet restaurantstakeout restaurantsattire_casual restaurantsgoodforgroups ambience_classy happyhour moderate casual restaurantsdelivery
Cicis,5771 E Fowler Ave,Tampa,3.0,31,pizza restaurants american (traditional) pizza restaurants american (traditional) goodforkids cheap budget inexpensive affordable noiselevel_loud businessacceptscreditcards restaurantsgoodforgroups restaurantstakeout restaurantsattire_casual bikeparking restaurantsdelivery hastv ambience_casual goodformeal_dessert
Culver's,2103 N Park Rd,Plant City,2.5,24,restaurants burger fast food food ice cream & frozen yogurt restaurants burger fast food food ice cream & frozen yogurt restaurantsdelivery
ABC Pizza,5963 Gall Blvd,Zephyrhills,3.0,9,soup pizza desserts restaurants food greek soup pizza desserts restaurants food greek bikeparking goodforkids hastv restaurantstakeout businessparking_lot restaurantsdelivery
Tropical Smoothie Cafe,23673 State Road 54,Lutz,3.5,13,restaurants food sandwich juice bar & smoothie restaurants food sandwich juice bar & smoothie restaurantsdelivery businessacceptscreditcards restaurantstakeout
Punky's Bar and Grill,3063 Central Ave,Saint Petersburg,3.5,141,american (traditional) nightlife bar restaurants gay bar burger american (new) american (traditional) nightlife bar restaurants gay bar burger american (new) noiselevel_average restaurantsattire_casual dogsallowed restaurantsdelivery bikeparking alcohol_full_bar bestnights_friday bestnights_saturday restaurantstakeout restaurantsgoodforgroups restaurantsreservations moderate casual goodformeal_lunch goodformeal_dinner goodformeal_brunch happyhour caters smoking_outdoor hastv restaurantstableservice wifi_free businessacceptscreditcards music_live businessparking_street businessparking_lot outdoorseating ambience_casual wheelchairaccessible
Dickey's Barbecue Pit,"23020 State Rd 54, Ste 505",Lutz,2.5,39,barbeque chicken wings restaurants american (traditional) southern barbeque chicken wings restaurants american (traditional) southern moderate casual goodforkids businessacceptscreditcards restaurantstakeout businessparking_lot hastv restaurantsgoodforgroups restaurantsdelivery caters
Cracker Barrel Old Country Store,3125 Cove Bend Dr,Tampa,3.5,108,southern comfort food caterers breakfast & brunch event planning & services american (new) restaurants american (traditional) southern comfort food caterers breakfast & brunch event planning & services american (new) restaurants american (traditional) businessacceptscreditcards businessparking_lot restaurantsgoodforgroups restaurantstakeout goodforkids moderate casual noiselevel_average restaurantsattire_casual bikeparking goodformeal_dessert goodformeal_lunch goodformeal_dinner goodformeal_brunch goodformeal_breakfast restaurantstableservice ambience_casual restaurantsdelivery caters outdoorseating
Los Poncenos PR Bar & Grill,4103 FL- 574,Plant City,2.5,7,nightlife restaurants puerto rican caribbean bar nightlife restaurants puerto rican caribbean bar music_live businessacceptscreditcards hastv
McDonald's,2609 Creek Grass Way,Lutz,3.0,15,food fast food restaurants coffee & tea burger food fast food restaurants coffee & tea burger restaurantsgoodforgroups outdoorseating cheap budget inexpensive affordable restaurantstakeout restaurantsdelivery businessacceptscreditcards goodforkids wifi_free drivethru hastv
Tito's Latin Kitchen,1809 W Waters Ave,Tampa,4.5,10,food food trucks restaurants caribbean puerto rican food food trucks restaurants caribbean puerto rican restaurantsdelivery restaurantstakeout
PDQ Riverview,10441 Big Bend Rd,Riverview,3.5,134,sandwich salad chicken shop restaurants fast food sandwich salad chicken shop restaurants fast food ambience_casual noiselevel_average cheap budget inexpensive affordable businessacceptscreditcards restaurantsgoodforgroups wifi_free caters restaurantstakeout outdoorseating hastv businessparking_lot bikeparking drivethru goodforkids restaurantsattire_casual restaurantsdelivery goodformeal_lunch goodformeal_dinner
The Blend,1211 Fourth St N,Saint Petersburg,4.0,43,coffee & tea kombucha bar food nightlife restaurants wine bar coffee & tea kombucha bar food nightlife restaurants wine bar moderate casual businessparking_garage businessparking_lot
Fireside Pizza Cafe,1104 Nebraska Ave,Palm Harbor,4.0,234,restaurants italian pizza restaurants italian pizza goodforkids restaurantsattire_casual restaurantsgoodforgroups bikeparking noiselevel_average restaurantstakeout businessparking_street hastv businessacceptscreditcards wifi_free alcohol_beer_and_wine moderate casual goodformeal_lunch goodformeal_dinner byob happyhour corkage ambience_casual outdoorseating dogsallowed wheelchairaccessible restaurantstableservice
Dash of Salt 'N Pepper,"10353 Cross Creek Blvd, Ste G",Tampa,4.5,13,indian cooking classes arts & crafts greek restaurants food italian specialty food shopping caterers desserts event planning & services indian cooking classes arts & crafts greek restaurants food italian specialty food shopping caterers desserts event planning & services businessacceptscreditcards cheap budget inexpensive affordable wheelchairaccessible businessparking_street businessparking_lot wifi_free restaurantstakeout restaurantsdelivery
Clear Sky on Cleveland,418 Cleveland St,Clearwater,4.5,350,restaurants tapas bar food nightlife bar event planning & services caterers seafood american (new) desserts venues & event spaces tapas/small plates breakfast & brunch american (traditional) restaurants tapas bar food nightlife bar event planning & services caterers seafood american (new) desserts venues & event spaces tapas/small plates breakfast & brunch american (traditional) restaurantsattire_casual moderate casual hastv restaurantstableservice goodforkids caters ambience_trendy ambience_classy ambience_casual restaurantsreservations bikeparking smoking_outdoor happyhour dogsallowed businessacceptscreditcards noiselevel_average wheelchairaccessible goodformeal_brunch goodformeal_lunch goodformeal_dinner restaurantsdelivery restaurantstakeout outdoorseating businessparking_street businessparking_lot wifi_free alcohol_full_bar bestnights_friday bestnights_thursday bestnights_saturday corkage byob restaurantsgoodforgroups
St. Pete Bagel Co.,7043 4th St N,Saint Petersburg,4.5,265,sandwich restaurants bagel food donut coffee & tea sandwich restaurants bagel food donut coffee & tea businessparking_lot businessacceptscreditcards outdoorseating cheap budget inexpensive affordable wifi_free bikeparking restaurantstakeout ambience_casual goodformeal_brunch goodformeal_breakfast goodforkids restaurantsdelivery restaurantsattire_casual noiselevel_average hastv
Titos Pizza,1233 Kass Cir,Spring Hill,3.5,35,pizza restaurants pizza restaurants noiselevel_quiet restaurantsattire_casual restaurantstakeout moderate casual restaurantsgoodforgroups goodforkids businessacceptscreditcards restaurantsdelivery hastv
Willie Jewell's Old School Bar-B-Q Big Bend,10787 Big Bend Rd,Riverview,3.5,79,southern sandwich barbeque restaurants southern sandwich barbeque restaurants caters alcohol_beer_and_wine noiselevel_average drivethru wifi_free restaurantsdelivery restaurantsgoodforgroups businessacceptscreditcards restaurantstakeout ambience_casual hastv moderate casual
Hong Kong City,2198 NE Coachman Rd,Clearwater,3.5,27,restaurants chinese restaurants chinese restaurantsdelivery businessacceptscreditcards noiselevel_quiet ambience_divey restaurantstakeout restaurantsattire_casual caters wifi_free cheap budget inexpensive affordable
The Three Coins Diner,7410 N Nebraska Ave,Tampa,4.0,341,american (traditional) restaurants american (traditional) restaurants restaurantstakeout cheap budget inexpensive affordable goodforkids businessparking_lot businessacceptscreditcards outdoorseating bikeparking ambience_divey ambience_casual noiselevel_average restaurantsattire_casual hastv restaurantsgoodforgroups goodformeal_latenight goodformeal_brunch goodformeal_breakfast restaurantsdelivery restaurantstableservice
KFC,956 Patricia Ave,Dunedin,2.0,27,fast food chicken wings restaurants chicken shop fast food chicken wings restaurants chicken shop noiselevel_quiet restaurantstakeout cheap budget inexpensive affordable goodforkids businessacceptscreditcards caters restaurantsattire_casual restaurantsgoodforgroups hastv
McDonald's,5464 66th St N,Saint Petersburg,2.0,32,coffee & tea burger restaurants fast food food coffee & tea burger restaurants fast food food businessacceptscreditcards restaurantstakeout cheap budget inexpensive affordable restaurantsattire_casual bikeparking drivethru noiselevel_average wifi_free restaurantsdelivery hastv outdoorseating
Maikel Bakery,7331 W Waters Ave,Tampa,2.5,21,restaurants cupcakes cafes food bakeries desserts restaurants cupcakes cafes food bakeries desserts restaurantsdelivery restaurantstakeout businessparking_lot
New York New York Pizza - Carrollwood,10434 N Dale Mabry Hwy,Tampa,4.0,96,pizza italian restaurants burger sandwich pizza italian restaurants burger sandwich restaurantstakeout restaurantsattire_casual goodforkids businessacceptscreditcards noiselevel_average bikeparking hastv alcohol_beer_and_wine restaurantsgoodforgroups moderate casual businessparking_lot restaurantsdelivery caters
Pollo Tropical,2140 Gulf To Bay Blvd,Clearwater,2.0,89,restaurants salad sandwich chicken shop caribbean fast food latin american restaurants salad sandwich chicken shop caribbean fast food latin american restaurantstableservice cheap budget inexpensive affordable restaurantstakeout restaurantsgoodforgroups caters goodforkids drivethru bikeparking hastv noiselevel_average goodformeal_lunch wifi_free restaurantsattire_casual businessacceptscreditcards businessparking_lot restaurantsdelivery
Roo Roo’s Diner,11934 Seminole Blvd,Largo,4.5,12,diner restaurants breakfast & brunch cafes diner restaurants breakfast & brunch cafes wheelchairaccessible restaurantsdelivery restaurantstakeout businessacceptscreditcards caters wifi_free hastv outdoorseating bikeparking restaurantstableservice
FJ Express,1832 Bruce B Downs Blvd,Wesley Chapel,3.5,11,japanese teppanyaki sushi bar restaurants japanese teppanyaki sushi bar restaurants restaurantstakeout restaurantsdelivery
Hungry Howie's Pizza & Subs,6104 N US Hwy 41,Apollo Beach,3.5,13,restaurants sandwich italian pizza chicken wings restaurants sandwich italian pizza chicken wings restaurantsgoodforgroups businessacceptscreditcards restaurantsdelivery restaurantstakeout ambience_casual cheap budget inexpensive affordable restaurantsattire_casual goodforkids hastv noiselevel_quiet drivethru
Buffalo Wild Wings,"10500 Ulmerton Rd, Ste 476",Largo,2.5,118,american (traditional) nightlife bar restaurants sports bar chicken wings american (traditional) nightlife bar restaurants sports bar chicken wings moderate casual alcohol_full_bar restaurantstakeout businessacceptscreditcards restaurantsattire_casual ambience_casual outdoorseating restaurantsgoodforgroups goodforkids hastv wifi_free bikeparking goodformeal_lunch goodformeal_dinner businessparking_lot noiselevel_average bestnights_wednesday bestnights_thursday bestnights_sunday restaurantsdelivery happyhour wheelchairaccessible
McDonald's,3515 S Dale Mabry,Tampa,2.0,19,fast food restaurants coffee & tea burger food fast food restaurants coffee & tea burger food wifi_free businessacceptscreditcards goodforkids cheap budget inexpensive affordable restaurantstakeout restaurantsgoodforgroups restaurantsattire_casual restaurantsdelivery drivethru hastv
Jimmy John's,553 S Fort Harrison,Clearwater,2.5,37,food delivery services delis fast food food restaurants sandwich food delivery services delis fast food food restaurants sandwich restaurantsattire_casual restaurantstakeout goodforkids bikeparking restaurantsdelivery businessacceptscreditcards cheap budget inexpensive affordable noiselevel_average outdoorseating caters drivethru wheelchairaccessible hastv
LongHorn Steakhouse,12974 S US Hwy 301,Riverview,3.5,42,restaurants american (traditional) barbeque steakhouse restaurants american (traditional) barbeque steakhouse hastv moderate casual wheelchairaccessible restaurantstableservice wifi_free businessacceptscreditcards alcohol_full_bar restaurantsattire_casual noiselevel_average restaurantstakeout businessparking_lot goodformeal_dinner ambience_casual
Deli-icious,9648 W Linebaugh Ave,Tampa,4.5,35,restaurants sandwich delis restaurants sandwich delis caters businessacceptscreditcards outdoorseating hastv ambience_classy alcohol_beer_and_wine businessparking_lot restaurantstakeout dogsallowed wifi_free wheelchairaccessible
Benedetto's Ristorante Italiano,21529 Village Lakes Shopping Center Dr,Land O'Lakes,3.5,400,arts & entertainment restaurants italian beer wine & spirits fruits & veggies farms specialty food seafood food arts & entertainment restaurants italian beer wine & spirits fruits & veggies farms specialty food seafood food businessparking_lot restaurantsreservations businessacceptscreditcards restaurantsgoodforgroups restaurantstakeout outdoorseating hastv goodforkids caters wifi_free restaurantsattire_casual moderate casual alcohol_full_bar noiselevel_average goodformeal_dinner dogsallowed happyhour restaurantstableservice ambience_classy wheelchairaccessible restaurantsdelivery
Parlor House Bistro,1757 Main St,Dunedin,5.0,88,restaurants french american (new) restaurants french american (new) businessacceptscreditcards alcohol_full_bar restaurantstableservice byob happyhour corkage bikeparking restaurantsreservations wheelchairaccessible wifi_free ambience_classy dogsallowed
Village Inn,1995 W Lumsden Rd,Brandon,3.0,69,salad restaurants breakfast & brunch burger american (traditional) salad restaurants breakfast & brunch burger american (traditional) restaurantstakeout bikeparking noiselevel_average restaurantsattire_casual restaurantsgoodforgroups goodforkids goodformeal_lunch goodformeal_brunch goodformeal_breakfast businessacceptscreditcards hastv restaurantsdelivery ambience_casual businessparking_lot cheap budget inexpensive affordable wifi_free
